stock_id,group_id
601108,324
603605,324
603306,423
603988,184
603118,423
603979,439
603520,439
603737,439
601966,1154
603160,184
603060,184
603577,184
603579,1154
603200,439
603767,423
603619,423
603976,184
603527,324
603533,423
603297,324
603713,324
600156,324
600262,439
600031,47
600192,47
600153,47
600675,439
601958,439
600128,324
600543,184
600565,324
600679,423
600466,324
600228,423
600993,184
600855,423
600641,324
600373,47
600987,184
600459,47
601808,439
600830,423
600268,423
600851,324
600322,423
600000,423
600316,47
600748,324
601991,423
603022,324
601158,184
601116,439
601798,439
601012,439
603903,423
601577,324
603650,324
601016,324
603688,439
601198,324
603085,324
603777,324
603036,184
603628,324
603197,1154
603326,184
603536,324
603378,324
603161,439
601860,439
601727,184
600138,324
600420,47
600252,439
600771,1154
600017,1154
600763,1154
600548,184
600595,47
600108,324
601008,324
600326,184
600596,324
600028,324
600071,423
600871,423
600815,1154
600452,184
600470,324
600874,423
600731,324
600663,184
600822,439
600960,439
600480,1154
600084,423
600056,423
600247,439
600969,184
600449,184
601107,439
601975,1154
601965,184
603578,439
603717,1154
603139,1154
603019,423
603998,324
603939,423
601319,184
603007,184
603819,324
603585,184
603042,1154
603676,324
603730,439
603882,439
603367,1154
603897,184
601138,1154
603192,184
600113,47
600291,423
600125,184
600283,423
600096,1154
600329,439
600538,439
600131,1154
600055,184
600354,324
600226,324
600569,184
600048,439
600713,439
600230,1154
600893,423
600249,439
600299,423
600831,423
600381,184
600676,1154
600601,1154
601857,184
600234,439
600410,47
600539,439
600843,47
600258,184
601188,324
601177,439
603322,439
601339,1154
603133,439
603178,324
601969,1154
603309,184
601598,1154
601128,423
603859,324
603668,423
603879,439
603801,423
603063,423
603260,439
603912,1154
603121,1154
600063,184
600050,1154
600015,47
600293,1154
600033,184
600705,324
600176,1154
600220,1154
600578,1154
600848,423
600090,184
600122,47
600396,439
600722,423
600800,47
600716,423
601003,423
600426,324
600439,47
600162,439
600698,439
600075,324
600060,439
600078,184
600530,423
600963,423
603968,324
601518,47
601377,184
601028,439
603429,1154
601038,439
603871,439
603898,324
601163,1154
601882,423
603823,423
603929,324
603096,423
603535,439
603013,439
600545,439
600850,184
600819,1154
600169,439
600183,184
600365,184
600776,47
601918,439
600112,324
600750,423
600208,184
600221,423
600760,324
600406,423
600319,47
600807,1154
600392,439
600838,439
601099,423
600820,439
600723,324
600666,184
600854,1154
600526,184
600332,184
600635,184
600651,324
600738,47
600983,439
601668,324
601258,324
603833,423
603167,423
603308,324
603099,423
603166,324
603618,1154
603701,184
603738,184
603888,184
603920,439
603505,439
603855,1154
603316,324
603331,439
603602,184
603110,184
603507,439
600355,1154
600753,47
600200,47
600517,184
600171,324
600111,324
600503,47
600568,423
600086,439
600759,47
601699,184
600132,439
600751,47
600386,324
600720,47
600186,423
600611,324
600783,439
600637,439
600780,439
600684,184
600600,1154
600892,423
600305,184
600114,1154
600370,184
600582,439
600586,439
600660,1154
603718,439
601618,439
601101,423
601233,1154
601011,184
601298,324
603766,1154
603993,1154
603088,423
603222,439
603268,1154
603919,184
603031,423
603727,324
603058,1154
603639,423
603963,324
603856,184
601330,423
601606,324
603739,423
601989,184
600409,47
600730,1154
600273,423
600180,423
600765,1154
600828,423
600495,324
600867,47
600062,184
600027,184
600702,324
600217,47
600671,47
600869,1154
600620,439
600984,439
601166,1154
600690,47
600518,184
600372,423
600335,1154
600805,423
600275,423
600405,324
600619,1154
600223,1154
601601,1154
601288,439
601881,439
601992,1154
603138,423
601238,1154
603311,184
603656,1154
603555,423
603011,324
600958,439
603220,1154
601127,184
603986,1154
603843,439
603393,324
603690,1154
601366,423
603787,324
603728,184
603496,1154
603825,423
603079,1154
603136,184
603685,439
600379,439
600343,439
600190,1154
600508,439
600812,184
600577,1154
600529,184
600121,47
600266,47
600630,47
600711,423
600011,1154
600261,47
600377,47
600629,439
600733,184
600661,324
600288,184
600416,324
600213,439
600764,47
600236,1154
600195,1154
600126,423
600712,1154
600367,439
601600,184
601318,423
600610,324
603922,1154
603817,184
601789,184
603003,324
603678,423
603899,324
603519,324
603069,324
603039,184
603229,439
603383,324
603860,439
601933,423
600398,47
600479,1154
600787,324
600499,324
600519,439
600468,184
600512,1154
600486,1154
600137,423
600463,1154
600558,1154
600151,1154
600613,439
600551,439
600462,324
600360,324
600563,1154
600861,184
600823,184
600358,1154
600469,324
600206,184
600814,423
600346,423
600967,324
600665,423
600719,1154
600980,324
603612,324
601098,47
603773,423
601199,324
601908,184
601928,324
603966,423
603179,1154
603348,423
601579,439
600917,184
603686,1154
603828,184
603729,423
603798,439
603868,439
603607,423
603661,423
603486,439
601162,1154
601877,47
600073,324
600029,423
600292,423
600158,324
600774,439
600085,47
600351,439
601872,423
600077,439
600864,1154
600668,184
600145,1154
600251,439
600606,423
600026,1154
601866,47
600616,47
600350,423
600845,47
600255,47
600482,324
601998,439
600036,184
600243,1154
600395,1154
600628,324
600872,184
600555,47
601801,324
601717,184
603225,423
603001,1154
603908,184
601228,439
603232,324
601226,439
603558,439
603969,1154
601689,184
603885,439
603239,184
603038,324
603538,1154
603896,1154
603283,439
603396,423
603937,324
603666,439
603788,439
600059,184
600535,47
600303,184
603165,423
600579,439
600115,1154
600289,184
600552,184
600693,1154
600966,1154
600768,423
600589,439
600433,324
600735,439
600961,184
600325,1154
600792,184
600278,423
600020,184
600298,439
600708,47
600509,47
600159,1154
600448,184
600697,184
600721,184
600088,47
603008,324
601788,47
601000,423
603337,184
603980,1154
601777,324
601558,439
603680,184
601208,324
603005,439
603006,184
603609,1154
603588,423
603600,184
603015,439
603020,184
603023,1154
603116,423
603629,423
603608,423
603067,439
600996,324
603677,423
603797,184
603926,324
603458,1154
603277,1154
603709,184
603301,1154
603105,439
603790,423
600004,47
600233,184
600168,324
600006,324
600570,1154
600061,423
600428,47
600403,423
600435,423
600841,423
600260,47
600777,1154
600456,439
600647,184
600727,423
600269,184
600089,423
600196,439
600602,439
600184,47
601111,1154
600739,423
600295,47
600106,423
600385,184
600461,47
600609,324
600599,324
603045,324
603566,1154
603128,439
603991,423
603017,439
603698,423
603869,439
603108,324
603589,184
603936,1154
603016,184
601811,1154
603633,423
603586,439
603360,324
603933,184
603725,423
600933,1154
603706,184
601677,423
600515,1154
600104,1154
600779,324
600105,1154
600673,1154
600490,423
600638,439
600361,423
600898,439
600477,184
600662,423
600549,324
600327,423
600623,324
600618,47
600667,47
600981,324
600219,324
600308,47
600008,47
600791,324
601328,324
600202,1154
600979,324
600868,439
600475,1154
600318,184
600562,324
600998,423
601700,184
601113,439
601599,423
603878,324
603328,1154
603636,184
603799,439
603012,439
603598,423
601211,324
603696,439
603861,423
603528,324
603159,184
603887,184
603556,1154
600909,439
603928,1154
603129,324
603289,184
603970,324
601336,439
600178,1154
600380,423
600770,423
600754,324
600546,1154
600265,1154
600418,439
600856,184
600155,423
600736,439
600612,423
600177,439
600091,1154
600389,439
600101,439
600965,1154
600225,184
600130,1154
600649,1154
600218,439
601002,184
600556,1154
600053,1154
600550,439
601988,423
600839,47
600877,1154
600890,47
601678,47
601888,1154
603959,439
601066,324
601218,184
601566,439
601058,1154
603269,1154
601020,1154
603601,1154
601225,184
603030,1154
603789,1154
603838,1154
603398,423
603726,439
603313,423
603177,439
603580,324
603557,423
603157,423
601990,184
603187,324
603185,184
600575,439
600356,184
600525,184
600051,439
600973,423
600422,439
600988,439
600816,184
600366,324
600728,423
600393,439
600310,324
600198,439
601179,423
600879,184
600259,47
600161,423
600141,47
600511,1154
600399,439
600782,1154
600884,423
600285,184
600605,1154
600376,47
600257,324
600992,324
600615,1154
603037,1154
603707,423
603009,439
603997,324
603199,423
603818,423
603117,439
603999,324
603515,324
603906,184
603637,184
603043,324
603329,324
603657,439
600311,1154
600074,1154
600282,184
600345,439
600789,47
600136,47
600894,324
600330,439
600743,1154
600250,184
600978,1154
600857,184
600371,439
601588,423
600336,184
600068,324
600696,47
600747,324
600139,423
600837,1154
600798,324
600097,439
601186,184
601006,423
600022,439
600870,324
600333,324
601100,423
603059,1154
603123,324
603081,184
601869,423
603339,184
603169,439
603889,1154
603158,324
603025,324
603800,184
601155,184
603027,423
603029,184
601611,184
603559,439
603033,184
603416,439
603078,324
603286,423
603305,1154
603181,423
603466,439
600769,439
603811,184
600438,1154
600030,184
600804,1154
600481,184
600279,439
600801,184
600397,439
600644,184
600290,324
600573,184
600895,423
600368,47
600742,439
600207,1154
600099,1154
600528,47
600590,184
600636,1154
600885,423
600502,324
600990,1154
600100,47
600714,184
600323,324
601369,1154
601139,439
601515,423
603733,1154
601901,324
603399,324
603010,324
603883,439
603198,1154
603323,439
603444,324
603086,423
603357,324
603359,439
603683,184
600778,439
600199,423
600157,47
600536,184
600076,324
600603,439
600887,324
600634,324
600339,47
600429,184
600505,47
600817,324
600079,184
600338,184
600701,324
600038,423
600836,439
600674,423
600882,423
601088,423
600237,1154
600493,1154
600896,1154
600639,184
600982,1154
600229,423
600037,1154
601858,439
603356,439
601222,1154
603758,324
603477,439
601615,439
603188,184
603018,423
603338,184
603808,324
603669,439
601997,324
603189,184
603816,439
603298,423
603186,1154
603040,1154
603501,184
603113,439
603679,439
603722,439
603757,324
603386,324
603106,184
603056,1154
600834,184
600858,423
600064,423
600094,324
600773,47
600315,439
600767,423
600239,439
600072,184
600419,324
600513,47
600487,1154
600057,324
600718,324
601666,184
601939,324
600149,324
600547,1154
600695,439
600689,47
601333,439
600110,423
600688,423
600352,439
600617,324
600203,184
603332,439
600939,1154
603876,439
601880,184
601137,324
601010,1154
603663,184
603126,439
603806,1154
603456,184
603318,423
603568,423
603377,184
603131,423
603909,324
603658,1154
600926,439
603708,324
603626,324
603335,423
603617,423
603659,423
600281,439
600818,423
600498,1154
600242,423
600755,47
600306,423
600521,47
600187,47
600624,1154
600880,1154
600794,1154
600533,439
600362,184
600531,324
600643,324
601999,184
600594,324
600460,423
600790,439
600119,47
600415,47
600699,1154
600827,324
600337,184
600390,47
600098,1154
601106,324
603345,423
603803,439
601519,439
601311,324
603700,423
603955,439
601360,184
603100,324
603567,439
603300,324
603590,439
603090,1154
603203,439
603987,1154
603035,184
603208,423
603826,324
603380,184
603127,184
603363,439
601086,423
600903,1154
603080,423
